DevType,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,EmbeddedHaveWorkedWith,MiscTechHaveWorkedWith,ToolsTechHaveWorkedWith,NEWCollabToolsHaveWorkedWith,OfficeStackAsyncHaveWorkedWith,OfficeStackSyncHaveWorkedWith,AISearchDevHaveWorkedWith,ConvertedCompYearly
Data engineer,Apex;Bash/Shell (all shells);Java;JavaScript;Python;Ruby;Scala;SQL,DuckDB;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Google Cloud,NA,NA,Apache Kafka;Apache Spark,Gradle;Maven (build tool),IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;Sublime Text;Visual Studio Code,Confluence;Jira;Notion,Discord;Google Meet;Slack;Zoom,ChatGPT;GitHub Copilot;Phind,150000
Data scientist or machine learning specialist,C++;Python,NA,Amazon Web Services (AWS);Databricks,Flask,NA,Apache Spark,Homebrew,Visual Studio Code,Confluence;Jira;Miro,Google Meet;Microsoft Teams;Zoom,Bing AI,34958
Data engineer,Python;R;SQL,Databricks SQL;Microsoft SQL Server;Snowflake,Databricks;Microsoft Azure,NA,NA,NA,NA,Jupyter Notebook/JupyterLab;Notepad++;Visual Studio Code,NA,Google Chat;Google Meet;Microsoft Teams;Whatsapp;Zoom,ChatGPT,97117
Data or business analyst,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Dynamodb;Microsoft SQL Server;MongoDB;Oracle,Amazon Web Services (AWS),Angular;AngularJS;Node.js;React;Spring Boot,NA,NA,NA,Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;Visual Studio Code,Confluence;Jira,Cisco Webex Teams;Microsoft Teams,Bing AI;ChatGPT;Claude;Google Gemini,5982
Data engineer,PowerShell;Python;R;SQL,Microsoft SQL Server;PostgreSQL,Microsoft Azure,NA,NA,Pandas,NA,Neovim;Visual Studio Code,Asana;Miro;Obsidian,Microsoft Teams;Zoom,NA,85886
Data or business analyst,HTML/CSS;PowerShell;Python;SQL,Microsoft SQL Server;Oracle;SQLite,NA,NA,NA,Pandas;Ruff;Scikit-Learn,Pip,IPython;Jupyter Notebook/JupyterLab;Notepad++;Visual Studio Code,Confluence;Jira;Markdown File;Obsidian,Discord;Microsoft Teams;Signal;Skype;Whatsapp,Bing AI;ChatGPT,96078
Data engineer,MATLAB;PowerShell;Python;SQL;VBA,BigQuery;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;Snowflake;SQLite,Cloudflare;Heroku;VMware,Laravel,NA,Apache Spark;NumPy;Pandas;Scikit-Learn;TensorFlow,Pip;Terraform;Yarn,Code::Blocks;Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Spyder;Visual Studio Code,Confluence;GitHub Discussions;Jira;Lucid;Notion,Discord;Google Meet;Jitsi;Microsoft Teams;Slack;Telegram;Zoom,Bing AI;ChatGPT;Google Gemini;Meta AI,5264
Data engineer,JavaScript;Ruby;SQL;TypeScript,MariaDB;MySQL;PostgreSQL,Amazon Web Services (AWS),jQuery;NestJS;React;Ruby on Rails,NA,Flutter;React Native,npm;Pacman;Podman;Webpack;Yarn,Jupyter Notebook/JupyterLab;Vim;Visual Studio Code,Asana;Clickup,Slack,Meta AI,100000
Data scientist or machine learning specialist,C++;MicroPython;PowerShell;Python;SQL,Cloud Firestore;Firebase Realtime Database;MongoDB;MySQL;SQLite;Supabase,"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Linode, now Akamai;Microsoft Azure;Netlify",Django;WordPress,Rasberry Pi,CUDA;Flutter;Hugging Face Transformers;Keras;NumPy;Opencv;Scikit-Learn;TensorFlow;Torch/PyTorch,APT;Docker;Kubernetes;npm;Pip;Visual Studio Solution,Android Studio;IPython;Jupyter Notebook/JupyterLab;Qt Creator;Spyder;Vim;Visual Studio;Visual Studio Code,Jira;Monday.com;Notion,Google Meet;Microsoft Teams,ChatGPT,23927
Data scientist or machine learning specialist,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;Julia;MicroPython;PowerShell;Python;R;SQL,MySQL;SQLite,Microsoft Azure,Flask;Vue.js,Arduino;Rasberry Pi,CUDA;Hugging Face Transformers;Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;Homebrew;npm;Pip;Vite,Android Studio;IntelliJ IDEA;Jupyter Notebook/JupyterLab;PyCharm;RStudio;Visual Studio Code;WebStorm,Confluence;Obsidian,Discord;Microsoft Teams;Signal;Telegram;Whatsapp;Zoom,ChatGPT;Claude;Codeium;GitHub Copilot;Meta AI;Perplexity AI,53435
Data engineer,Bash/Shell (all shells);Java;Python;SQL,BigQuery;PostgreSQL;Snowflake;SQLite,Amazon Web Services (AWS);Google Cloud,FastAPI;Flask;Spring Boot,Arduino;Rasberry Pi,Apache Kafka;Apache Spark;NumPy;Pandas;Spring Framework,Docker;Kubernetes;Make;Maven (build tool);Pip;Terraform,IntelliJ IDEA;PyCharm;Sublime Text,Clickup;Confluence;Jira,Google Chat;Google Meet;Microsoft Teams;Skype;Slack;Zoom,ChatGPT;GitHub Copilot;Google Gemini,59241
Data engineer,Python,Microsoft SQL Server;PostgreSQL,NA,NA,NA,Pandas,NA,Jupyter Notebook/JupyterLab;Notepad++;PyCharm,Jira;Microsoft Planner,Microsoft Teams,Bing AI;ChatGPT,3867
Data engineer,Python,NA,NA,NA,NA,Pandas,Pip,Jupyter Notebook/JupyterLab;Sublime Text;Visual Studio Code,Markdown File,Discord;Microsoft Teams;Zoom,NA,100000
Data engineer,Bash/Shell (all shells);Lisp;Python;Rust;SQL;VBA,Clickhouse;MySQL,Microsoft Azure,NA,NA,Pandas,APT;Pip,Emacs;Vim;Visual Studio Code,Azure Devops,Microsoft Teams,ChatGPT,130000
Data engineer,Groovy;Java;JavaScript;Python;Scala;SQL,Cockroachdb;MongoDB;MySQL;PostgreSQL;SQLite,Databricks;Digital Ocean;VMware,FastAPI;Flask;Spring Boot,Ninja,Apache Kafka;Apache Spark;Hadoop;NumPy;Pandas,Docker;Gradle;Homebrew;Kubernetes;Make;Maven (build tool);Pip;Yarn,Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code,Confluence;Jira;Notion;Stack Overflow for Teams,Microsoft Teams;Slack;Zoom,ChatGPT;GitHub Copilot,55851
Data scientist or machine learning specialist,C;HTML/CSS;Python;Rust;SQL,Clickhouse;MariaDB;PostgreSQL;Redis;SQLite,Alibaba Cloud;Digital Ocean,FastAPI,Cargo,CUDA;NumPy;Pandas;Scikit-Learn;TensorFlow,Pip,Jupyter Notebook/JupyterLab;PyCharm;Vim;Visual Studio Code,Markdown File;Redmine;Wikis,Discord;IRC;Slack;Telegram;Zoom,Codeium;WolframAlpha;Tabnine,29132
Data engineer,Python;Rust,Databricks SQL;PostgreSQL,Databricks;Microsoft Azure,NA,NA,Apache Spark;Pandas;Ruff,Pip,Jupyter Notebook/JupyterLab;Visual Studio Code;VSCodium,Azure Devops;Obsidian,Matrix;Microsoft Teams;Signal;Whatsapp;Zoom,Bing AI;ChatGPT;Claude;Perplexity AI;WolframAlpha,15466
Data engineer,JavaScript;Python;Rust;Scala;SQL;TypeScript,Databricks SQL;Dynamodb;PostgreSQL,Amazon Web Services (AWS);Databricks,Next.js;Node.js;React,NA,Apache Spark,Docker;Gradle;Homebrew;Kubernetes;Make;Maven (build tool);pnpm;Terraform,IntelliJ IDEA;Visual Studio Code,Jira;Miro;Notion,Slack;Zoom,ChatGPT,114649
Data engineer,SQL,Oracle,NA,NA,NA,NA,Visual Studio Solution,IntelliJ IDEA;Notepad++;Visual Studio Code,Confluence;Jira,Google Chat;Microsoft Teams,ChatGPT;GitHub Copilot,36798
Data or business analyst,Python;SQL,BigQuery;Elasticsearch;PostgreSQL,Amazon Web Services (AWS);Google Cloud;Managed Hosting,Flask,Arduino,Hadoop;NumPy;Pandas;Scikit-Learn,Pip,DataGrip;Jupyter Notebook/JupyterLab;PyCharm,Asana;Notion;Trello,Slack;Zoom,ChatGPT,60000
Data engineer,Bash/Shell (all shells);HTML/CSS;Java;Python;Scala,Cassandra;Elasticsearch;H2;MongoDB;PostgreSQL;Snowflake;SQLite,Amazon Web Services (AWS);Databricks;Microsoft Azure,React,NA,Apache Kafka;Apache Spark;Hadoop;Pandas;Quarkus,Docker;Homebrew;Kubernetes;Make;Maven (build tool);npm;Pip;Terraform,IntelliJ IDEA;Nano,Confluence;Jira;Markdown File;Miro;Obsidian,Discord;Microsoft Teams;Signal;Slack;Whatsapp;Zoom,ChatGPT;GitHub Copilot,118147
Data engineer,Bash/Shell (all shells);Groovy;HTML/CSS;PowerShell;Python;Scala;SQL;VBA,Databricks SQL;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Databricks,NA,NA,Hadoop,Gradle,IntelliJ IDEA,Azure Devops;Confluence;Jira,Microsoft Teams;Slack;Whatsapp;Zoom,NA,5718
"Developer, AI",Python,MongoDB;MySQL;PostgreSQL;SQLite,NA,FastAPI;Flask,Arduino,NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Pip,PyCharm;Visual Studio Code,Asana;Jira,Google Meet;Slack;Zoom,ChatGPT;Claude;Google Gemini;WolframAlpha,3000
Data engineer,Kotlin;Scala;SQL,PostgreSQL,Google Cloud,NA,NA,Ktor,Gradle;npm,IntelliJ IDEA;Visual Studio Code,Monday.com,Discord;Microsoft Teams;Slack;Telegram;Whatsapp,ChatGPT;GitHub Copilot;Google Gemini,60147
Data engineer,Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;Groovy;HTML/CSS;Java;JavaScript;Lua;MATLAB;PowerShell;Python;SQL;VBA,Firebird;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Microsoft Azure,Vue.js,Arduino;Rasberry Pi,.NET Framework (1.0 - 4.8);Apache Kafka;DirectX;GTK;NumPy;OpenCL;Opencv;RabbitMQ;Spring Framework,Ant;Docker;Gradle;Make;Maven (build tool);MSBuild;Pip,"Android Studio;Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;Rad Studio (Delphi, C++ Builder);Sublime Text;Visual Studio;Visual Studio Code",Jira;Markdown File;Redmine;Trello,Discord;Microsoft Teams;Skype;Slack;Zoom,ChatGPT;GitHub Copilot;WolframAlpha,24684
Data scientist or machine learning specialist,Python;SQL,InfluxDB;Microsoft SQL Server,Databricks;Microsoft Azure,NA,NA,Apache Spark;NumPy;Pandas;Scikit-Learn,NA,Jupyter Notebook/JupyterLab,Azure Devops;Jira,Discord;Microsoft Teams;Telegram,NA,67666
Data scientist or machine learning specialist,C#;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,PostgreSQL;SQLite,NA,Vue.js,Cargo;Rasberry Pi,.NET (5+) ;Keras;Opencv;TensorFlow,Docker;Kubernetes;Vite,Nano;Visual Studio;Visual Studio Code,Markdown File;Microsoft Planner,Microsoft Teams;Whatsapp,ChatGPT;Visual Studio Intellicode,83777
Data engineer,Java;JavaScript;PowerShell;Python;Scala,Cockroachdb;H2;MySQL;PostgreSQL;Redis,Alibaba Cloud;Digital Ocean;Google Cloud;Microsoft Azure,FastAPI;Flask;Next.js;React,NA,Apache Spark;NumPy;Pandas;RabbitMQ;Spring Framework,NA,NA,Jira,NA,NA,82785
Data scientist or machine learning specialist,HTML/CSS;Python;SQL,Cosmos DB;Databricks SQL;Microsoft SQL Server;MongoDB;SQLite,Databricks;Microsoft Azure,NA,Cargo,NumPy;Pandas;Ruff;Scikit-Learn,Pip,Notepad++;Visual Studio Code,Azure Devops;Jira,Microsoft Teams,ChatGPT;WolframAlpha,67666
Data scientist or machine learning specialist,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;SQL,BigQuery;Clickhouse;PostgreSQL;Redis,Firebase;Google Cloud,FastAPI;React,GNU GCC;LLVM's Clang,Apache Kafka;Apache Spark;CUDA;Keras;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;Homebrew;Kubernetes;npm;Pip;Terraform;Yarn,Android Studio;IPython;Nano;Vim;Visual Studio Code,Jira;Obsidian,Google Chat;Google Meet;Microsoft Teams;Zoom,ChatGPT;GitHub Copilot;Google Gemini,72977
Data scientist or machine learning specialist,Python;SQL,DuckDB;PostgreSQL,Amazon Web Services (AWS),FastAPI;Flask,NA,Hugging Face Transformers;Keras;Pandas;Scikit-Learn;Torch/PyTorch,Docker;Homebrew;npm;Pip,DataGrip;Jupyter Notebook/JupyterLab;Nano;Sublime Text;Visual Studio Code,Jira;Miro;Notion;Wikis,Google Meet;Slack;Whatsapp,ChatGPT;GitHub Copilot;Replit Ghostwriter,85925
Data engineer,Python;TypeScript,PostgreSQL;Redis,NA,FastAPI;Vue.js,NA,NumPy;Pandas,Nix;Pip;pnpm;Vite,Jupyter Notebook/JupyterLab;Visual Studio Code,Confluence;Jira,Slack,NA,53205
"Developer, AI",Bash/Shell (all shells);C;C++;Erlang;Go;Java;JavaScript;PowerShell;Python;SQL,Databricks SQL;DuckDB;Dynamodb;Elasticsearch;MySQL;Oracle,Amazon Web Services (AWS);Databricks;Google Cloud;Heroku;Microsoft Azure,FastAPI;Node.js;WordPress,CMake,Keras;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;Kubernetes;Make;Pip,IPython;Jupyter Notebook/JupyterLab;Notepad++;Spyder;Sublime Text;Vim;Visual Studio;Visual Studio Code,Jira;Miro,Cisco Webex Teams;Google Chat;Google Meet;Microsoft Teams;Skype;Slack;Whatsapp,Bing AI;ChatGPT;GitHub Copilot;Meta AI,1316
Data scientist or machine learning specialist,Bash/Shell (all shells);HTML/CSS;PowerShell;Python;R;SQL,Databricks SQL;MariaDB;Microsoft SQL Server;MySQL;SQLite,Databricks;Hetzner;Microsoft Azure,WordPress,NA,Hugging Face Transformers;Ruff;Tidyverse,Docker;Gradle;Maven (build tool),Android Studio;Eclipse;IPython;Jupyter Notebook/JupyterLab;Notepad++;RStudio;Visual Studio Code,Confluence;Jira;Trello,Microsoft Teams,ChatGPT;Claude;Quora Poe,29000
"Developer, AI",C;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PHP;Python;SQL;TypeScript,Cockroachdb;Firebase Realtime Database;MySQL,"Firebase;Linode, now Akamai",Angular;jQuery;Node.js;Vue.js,Rasberry Pi,CUDA;Flutter;Hugging Face Transformers;Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Ansible;Composer;Docker;Homebrew;Make;npm;Pip;Podman;Webpack;Yarn,Android Studio;DataGrip;Goland;IntelliJ IDEA;Jupyter Notebook/JupyterLab;PhpStorm;PyCharm;RubyMine;Visual Studio Code;WebStorm,Confluence;Jira;Trello,Discord;Google Meet;Jitsi;Microsoft Teams;Signal;Slack;Whatsapp,ChatGPT;GitHub Copilot;Google Gemini,18259
Data scientist or machine learning specialist,Bash/Shell (all shells);Python,MySQL;PostgreSQL,Microsoft Azure,FastAPI;Flask,NA,Keras;mlflow;NumPy;Pandas;Ruff;Scikit-Learn;TensorFlow,Docker;Kubernetes;npm;Pip,Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Visual Studio Code,Jira;Miro,Microsoft Teams,ChatGPT;GitHub Copilot,68789
Data engineer,Go;Java;JavaScript;Kotlin;Python;R;Rust;SQL;TypeScript,Dynamodb;PostgreSQL,Amazon Web Services (AWS),Express;Flask;NestJS;Node.js;Spring Boot,CMake;Cargo,Apache Spark;CUDA;Hadoop;NumPy;Ruff;Torch/PyTorch,Ansible;APT;Docker;Homebrew;Kubernetes;Make;Pip;Terraform;Yarn,IntelliJ IDEA;Vim,Linear,Google Meet;Slack,ChatGPT;Phind,95872
Data scientist or machine learning specialist,Python;SQL,Databricks SQL;Microsoft SQL Server;PostgreSQL;Snowflake,Databricks,NA,NA,NumPy;Pandas;Scikit-Learn,Homebrew;Pip,Visual Studio Code,Azure Devops;Confluence;GitHub Discussions,Microsoft Teams;Slack,ChatGPT;GitHub Copilot,171974
Data engineer,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,BigQuery;Databricks SQL;Microsoft SQL Server;MySQL;SQLite,Amazon Web Services (AWS);Databricks;Google Cloud,NA,NA,Apache Spark;Hadoop;NumPy;Pandas,Ansible;Docker;Kubernetes;Make,Jupyter Notebook/JupyterLab;Notepad++;PyCharm;Vim,Confluence;GitHub Discussions;Jira;Trello,Google Chat;Google Meet;Skype;Slack;Telegram;Whatsapp;Zoom,ChatGPT,107406
Data or business analyst,Python,InfluxDB;MongoDB,Google Cloud,NA,NA,NA,NA,IPython;PyCharm,NA,Google Chat;Google Meet;Microsoft Teams;Skype,ChatGPT;Whispr AI,17945
Data engineer,Bash/Shell (all shells);HTML/CSS;PowerShell;Python;SQL,BigQuery;Clickhouse;DuckDB;Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Colocation;Digital Ocean;Google Cloud;Microsoft Azure,Flask,Arduino;Rasberry Pi,Apache Kafka;Apache Spark;NumPy;Pandas,APT;Docker;Homebrew;Pacman;Podman,IntelliJ IDEA;IPython;Nano;Neovim;Notepad++;PyCharm;Vim;Visual Studio Code;VSCodium,Jira;Markdown File;Trello,Google Chat;Google Meet;Telegram;Zoom,ChatGPT,1037
Data engineer,Bash/Shell (all shells);Go;Python;R;SQL,DuckDB;Dynamodb;InfluxDB;PostgreSQL;Redis;Snowflake;SQLite,Amazon Web Services (AWS);Cloudflare,NA,Rasberry Pi,Apache Kafka;Opencv;Pandas;Tidyverse,Docker;Homebrew;Pip;Terraform,Nano;Notepad++;RStudio;Visual Studio Code,GitHub Discussions;Jira;Markdown File,Microsoft Teams;Slack,Bing AI;ChatGPT,65514
Data or business analyst,Bash/Shell (all shells);SQL;VBA,MariaDB;MySQL;Oracle;PostgreSQL,Amazon Web Services (AWS),NA,NA,NA,NA,NA,Jira;Microsoft Planner;Redmine;Trello,Microsoft Teams;Slack;Zoom,ChatGPT;Claude;Perplexity AI,42962
Data engineer,Python;R,Microsoft Access;Microsoft SQL Server,Microsoft Azure,NA,Arduino;Rasberry Pi,NA,NA,Android Studio;Notepad++;RStudio,Confluence,Google Chat;Google Meet;Microsoft Teams,ChatGPT,1481
"Developer, AI",HTML/CSS;Java;Python,MongoDB,Amazon Web Services (AWS);OVH,Django;FastAPI,NA,CUDA;Hugging Face Transformers;Pandas;Torch/PyTorch,Docker,IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;PyCharm;Vim,YouTrack,Slack;Zoom,ChatGPT,56925
"Developer, AI",Bash/Shell (all shells);PowerShell;Python;SQL;TypeScript,DuckDB;Dynamodb;PostgreSQL;Redis,Amazon Web Services (AWS),FastAPI;React,NA,Keras;mlflow;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;npm;Pip,IPython;Jupyter Notebook/JupyterLab;PyCharm;Visual Studio Code,Confluence,Google Meet;Microsoft Teams;Whatsapp,Bing AI;ChatGPT;GitHub Copilot,85173
Data engineer,Assembly;Bash/Shell (all shells);C;C++;Python;R;Rust,NA,Amazon Web Services (AWS),NA,Cargo,NumPy;Pandas,Docker;Pip,Neovim;Vim,NA,Microsoft Teams,ChatGPT,36088
Data engineer,Bash/Shell (all shells);Python;SQL,Snowflake,Amazon Web Services (AWS),NA,NA,NumPy;Pandas,Docker,Visual Studio Code,Confluence;Jira,Microsoft Teams;Slack,ChatGPT,79552
Data scientist or machine learning specialist,C;HTML/CSS;JavaScript;Python;SQL,BigQuery;Cassandra;DuckDB;Dynamodb;Elasticsearch;InfluxDB;MongoDB;MySQL;PostgreSQL;Presto;Redis;Solr;SQLite;Supabase,Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Microsoft Azure;Supabase,Flask;Gatsby;Node.js;Spring Boot,Arduino;CMake;Cargo;MSVC;QMake;Rasberry Pi,Apache Kafka;Apache Spark;CUDA;DirectX;Hadoop;Hugging Face Transformers;JAX;Keras;mlflow;NumPy;Opencv;OpenGL;Pandas;RabbitMQ;Scikit-Learn;TensorFlow;Torch/PyTorch,NA,IPython;Jupyter Notebook/JupyterLab;PyCharm;Vim;Visual Studio;Visual Studio Code,NA,NA,NA,102302
Data engineer,SQL,InfluxDB;Microsoft SQL Server,NA,NA,NA,NA,NA,Sublime Text;Visual Studio;Visual Studio Code,NA,Microsoft Teams;Telegram;Whatsapp,NA,38666
Data scientist or machine learning specialist,Bash/Shell (all shells);Python;Scala;SQL,Dynamodb;InfluxDB;PostgreSQL,Amazon Web Services (AWS),FastAPI,CMake,Apache Kafka;Apache Spark;Hugging Face Transformers;NumPy;Pandas;Ruff;Scikit-Learn;TensorFlow,Homebrew;Kubernetes;Make;Pip;Terraform,IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;PyCharm;Sublime Text;Visual Studio Code,Confluence;Jira;Markdown File;Obsidian,Microsoft Teams,ChatGPT,53703
Data engineer,Bash/Shell (all shells);HTML/CSS;Java;Kotlin;Python;SQL,H2;MongoDB;Oracle;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud,Django;Node.js;Spring Boot;Vue.js;WordPress,Rasberry Pi,NumPy;Pandas;Spring Framework,Ansible;APT;Docker;Gradle;Kubernetes;Make;Maven (build tool);npm;Pip,IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Visual Studio Code;VSCodium,Confluence;Jira,Microsoft Teams,NA,80555
Data engineer,Python;SQL,Microsoft SQL Server;Oracle;Snowflake,Microsoft Azure,NA,NA,NA,Chocolatey;Pip,Notepad++;Visual Studio Code,Miro;Trello,Microsoft Teams,NA,59073
Data engineer,Java;JavaScript;Python;TypeScript,Dynamodb;Microsoft SQL Server,Amazon Web Services (AWS);Microsoft Azure,Node.js;React;WordPress,NA,NA,Gradle;Homebrew;Pip;Terraform,IntelliJ IDEA;PyCharm;Visual Studio Code,Confluence;Miro,Microsoft Teams;Slack,ChatGPT,56051
Data or business analyst,C#;Python;SQL,Microsoft Access;MySQL,Microsoft Azure,ASP.NET;WordPress,Arduino,.NET Framework (1.0 - 4.8);Apache Spark;DirectX;Pandas,Docker,Android Studio;Code::Blocks;Eclipse;IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Netbeans;Notepad++;PyCharm;Visual Studio;Visual Studio Code,Azure Devops;GitHub Discussions;Redmine,Google Chat;Google Meet;Skype;Telegram;Whatsapp;Zoom,Bing AI;ChatGPT;OpenAI Codex,18911
Data scientist or machine learning specialist,Bash/Shell (all shells);Python;Scala;SQL,BigQuery;PostgreSQL;Snowflake;SQLite,Google Cloud;Microsoft Azure,NA,Rasberry Pi,Apache Spark;CUDA;Hugging Face Transformers;NumPy;Opencv;Scikit-Learn;Torch/PyTorch,APT;Docker;Homebrew;npm,IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Nano;Visual Studio Code,Airtable;Jira;Smartsheet,Discord;Google Meet;Slack;Zoom,ChatGPT;Claude;Google Gemini,200000
Data scientist or machine learning specialist,C#;C++;Java;JavaScript;Objective-C;PHP;Python,Microsoft Access;Microsoft SQL Server;MySQL;Oracle,Amazon Web Services (AWS);Cloudflare;Google Cloud;Managed Hosting;Oracle Cloud Infrastructure (OCI);VMware,ASP.NET;ASP.NET CORE;jQuery;Next.js;WordPress,Arduino;GNU GCC;MSVC,.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Apache Kafka;Apache Spark;OpenCL;Opencv;OpenGL;SwiftUI,NA,Android Studio;BBEdit;IPython;Notepad++;RubyMine,GitHub Discussions;Microsoft Planner;Smartsheet,Cisco Webex Teams;Google Chat;Google Meet;Microsoft Teams;Zoom,Bing AI;ChatGPT;GitHub Copilot,750000
Data scientist or machine learning specialist,Python,Microsoft SQL Server;MySQL,Microsoft Azure,NA,NA,NumPy;Pandas;Scikit-Learn;Torch/PyTorch,Pip,Jupyter Notebook/JupyterLab;Notepad++;Visual Studio Code,Azure Devops,Google Chat;Microsoft Teams;Zoom,ChatGPT;Visual Studio Intellicode,155000
Data or business analyst,Python;SQL,Databricks SQL,Microsoft Azure,NA,NA,Apache Spark;NumPy;Pandas,NA,Jupyter Notebook/JupyterLab;Visual Studio Code,Jira;Microsoft Planner,Microsoft Teams,NA,53703
Data or business analyst,Bash/Shell (all shells);Python;R;SQL,Databricks SQL;Dynamodb;Elasticsearch;InfluxDB;Microsoft SQL Server;PostgreSQL;Redis,Amazon Web Services (AWS);Databricks;Google Cloud;Microsoft Azure,FastAPI,NA,Apache Spark;Hadoop;Keras;Pandas;Qt;Scikit-Learn;TensorFlow;Tidyverse,Docker;Terraform,PyCharm,Confluence;Jira;Trello,Cisco Webex Teams;Discord;Google Meet;Microsoft Teams;Signal;Skype;Telegram;Whatsapp;Zoom,Amazon Q;Bing AI;ChatGPT;Google Gemini,17772
Data scientist or machine learning specialist,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;R;Rust;Scala;SQL;Swift;TypeScript,Cosmos DB;Databricks SQL;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,FastAPI;React,CMake;Cargo;GNU GCC;Rasberry Pi,Apache Spark;Keras;mlflow;NumPy;Opencv;Pandas;Ruff;Scikit-Learn;TensorFlow;Tidyverse;Torch/PyTorch,APT;Chocolatey;Docker;Homebrew;Kubernetes;Make;Pip;Terraform,IPython;Jupyter Notebook/JupyterLab;Notepad++;PyCharm;RStudio;Spyder;Visual Studio Code;Xcode,Azure Devops;Confluence;GitHub Discussions;Jira;Markdown File;Miro;Wikis,Discord;Microsoft Teams,ChatGPT;GitHub Copilot;WolframAlpha,93591
Data engineer,Apex;Assembly;Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;Julia;MATLAB;PHP;PowerShell;Python;Scala;SQL,Cassandra;Cosmos DB;Databricks SQL;Dynamodb;Firebase Realtime Database;IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Amazon Web Services (AWS);Databricks;Firebase;Microsoft Azure;VMware,Angular;AngularJS;ASP.NET;ASP.NET CORE;Django;Flask;jQuery;Node.js;React;Spring Boot;Vue.js,NA,.NET (5+) ;.NET Framework (1.0 - 4.8);Apache Spark;Hugging Face Transformers;Pandas;Scikit-Learn;TensorFlow,Docker;Gradle;Maven (build tool);npm;NuGet;Pip;Visual Studio Solution,Android Studio;Eclipse;Emacs;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;Neovim;Notepad++;PyCharm;RStudio;Sublime Text;Vim;Visual Studio;Visual Studio Code,Azure Devops;GitHub Discussions;Jira;Markdown File;Microsoft Planner;Trello;Wikis,Cisco Webex Teams;Discord;Google Chat;Google Meet;Microsoft Teams;Rocketchat;Skype;Slack;Telegram;Whatsapp;Zoom,ChatGPT;GitHub Copilot,53703
Data engineer,Bash/Shell (all shells);PowerShell;Python;SQL;VBA,BigQuery;DuckDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Google Cloud,NA,NA,NumPy;Pandas,Chocolatey;Docker;Homebrew;Make;Pip;Terraform,Jupyter Notebook/JupyterLab;Notepad++;Visual Studio Code,Jira;Markdown File,Cisco Webex Teams;Discord;Google Chat;Google Meet;Microsoft Teams;Skype;Slack;Telegram;Zoom,ChatGPT;Claude;Google Gemini,280000
